RecipeID,RecipeTitle,VideoTitle,YouTubeLink,ThumbnailUrl
1306450,Cranberry And Candied Orange Chutney ,Crock-Pot Cranberry-Orange Chutney Recipe,https://youtube.com/watch?v=o-QgIeFHHmY,https://i.ytimg.com/vi/o-QgIeFHHmY/hqdefault.jpg
1010917,Mexican Dessert Dip,Creamy Jalapeño Dip 🔥 #cooking #viral #jalapeno #spicy #mexican #recipe #foodie,https://youtube.com/watch?v=N3d8xRPIkQI,https://i.ytimg.com/vi/N3d8xRPIkQI/hqdefault.jpg
1450479,Spinach & Artichoke Chicken With Creamy Pasta,Spinach Artichoke Chicken Pasta,https://youtube.com/watch?v=pfkCG2WcY3o,https://i.ytimg.com/vi/pfkCG2WcY3o/hqdefault.jpg
124810,*Hot Mulled Cider,Mulled Apple Cider,https://youtube.com/watch?v=ETNTFdzjhpc,https://i.ytimg.com/vi/ETNTFdzjhpc/hqdefault.jpg
1519820,Chicken Potato Delight,Title: Quick &amp; Easy Chicken Potato Delight – The Perfect Dinner in Minutes!,https://youtube.com/watch?v=Q1X4TT8Nnd0,https://i.ytimg.com/vi/Q1X4TT8Nnd0/hqdefault.jpg
2014128,Shortbread Cookies,The BEST Shortbread Cookies,https://youtube.com/watch?v=__6mfv7NBWw,https://i.ytimg.com/vi/__6mfv7NBWw/hqdefault.jpg
1214049,Rogue Sauce,How to Make the perfect Italian Beef Ragu - Ragu Recipe,https://youtube.com/watch?v=-ZpyT8uh-LM,https://i.ytimg.com/vi/-ZpyT8uh-LM/hqdefault.jpg
411143,Sleeping Dinosaur Sandwiches,Bedroom Nuggets! @itsQCP,https://youtube.com/watch?v=t8xdali2BgE,https://i.ytimg.com/vi/t8xdali2BgE/hqdefault.jpg
753076,Taco Salad,"Easy Taco Salad Bowls Recipe: Crispy, Fresh, and Delicious!",https://youtube.com/watch?v=0ewCyLMnasE,https://i.ytimg.com/vi/0ewCyLMnasE/hqdefault.jpg
1296660,Savvy Shrimp Saute'  Mediterranean Style ,Cajun Shrimp &amp; Sausage Skillet Meal (Paleo),https://youtube.com/watch?v=kcMavlPmVic,https://i.ytimg.com/vi/kcMavlPmVic/hqdefault.jpg
808920,Parmesan Corn Chowder,Parmesan Corn Chowder - so creamy and delicious! Perfect for soup season! #recipe #soup #corn,https://youtube.com/watch?v=9kFN61UyzQA,https://i.ytimg.com/vi/9kFN61UyzQA/hqdefault.jpg
962923,Quick And Easy Garlic Breadsticks,Easy Breadsticks Recipe,https://youtube.com/watch?v=N_4S1KGYYJo,https://i.ytimg.com/vi/N_4S1KGYYJo/hqdefault.jpg
1725803,Banana Split Breakfast Drink Recipe,Banana Split Protein Shake 60g of Protein!! 💪🏾🍌,https://youtube.com/watch?v=vhZl00xJrpw,https://i.ytimg.com/vi/vhZl00xJrpw/hqdefault.jpg
99138,Tabbouleh(A Middle Eastern Salad)  ,Lebanese Tabbouleh Salad | FeelGoodFoodie,https://youtube.com/watch?v=d99aUMMCTWA,https://i.ytimg.com/vi/d99aUMMCTWA/hqdefault.jpg
194099,Italian Love Cake,Italian love cake that&#39;s creamy and decadent!,https://youtube.com/watch?v=V-rGwJ3Y2h8,https://i.ytimg.com/vi/V-rGwJ3Y2h8/hqdefault.jpg
317601,Quick Monkey Bread,Monkey Bread Recipe 🐒,https://youtube.com/watch?v=54fqr7eCrNQ,https://i.ytimg.com/vi/54fqr7eCrNQ/hqdefault.jpg
1066273,Singapore Chicken Noodles,Singapore Noodles Just like Chinese Takeout!,https://youtube.com/watch?v=hmtd0iz_0Vw,https://i.ytimg.com/vi/hmtd0iz_0Vw/hqdefault.jpg
2096657,Amazing Salmon Blender Souffle,Salmon Soufflé Recipe,https://youtube.com/watch?v=1CNi2oxCGck,https://i.ytimg.com/vi/1CNi2oxCGck/hqdefault.jpg
1244034,Ricotta Pancakes With Cinnamon Apples,Recipe for a One-Pan Apple Pancake - Martha Stewart,https://youtube.com/watch?v=cRLV9NITms0,https://i.ytimg.com/vi/cRLV9NITms0/hqdefault.jpg
827586,Black Cherry Salad,Cheery Cherry JELL-O Salad Recipe,https://youtube.com/watch?v=OLNnIoATrVg,https://i.ytimg.com/vi/OLNnIoATrVg/hqdefault.jpg
1554154,Mama Mia’S Minestrone Soup,Let&#39;s Make My Mom&#39;s Minestrone #Shorts,https://youtube.com/watch?v=t7dpGiWET0Q,https://i.ytimg.com/vi/t7dpGiWET0Q/hqdefault.jpg
615420,Cranberry Salad,Marie&#39;s Cranberry Salad  --  Family Favorite  --  Fast and Easy,https://youtube.com/watch?v=Fw2i-LJ99xQ,https://i.ytimg.com/vi/Fw2i-LJ99xQ/hqdefault.jpg
2080446,Salade Panachee (Mixed green salad),Healthy Green Salad that will keep you full! Perfect for weight loss #shortscooking #weightloss,https://youtube.com/watch?v=C82tIaMwZCA,https://i.ytimg.com/vi/C82tIaMwZCA/hqdefault.jpg
92769,Cheese Ring,Cheese Stuffed Onion Rings from Craftaholic #easyrecipe #easysnacks #cheese #easyfood  #recipe,https://youtube.com/watch?v=dwSVttBaLkA,https://i.ytimg.com/vi/dwSVttBaLkA/hqdefault.jpg
1449233,Chicken Potpie With Chive Biscuits,Chicken Pot Pie + Cheddar-Chive Biscuits The Taste,https://youtube.com/watch?v=mIk5grwDAdE,https://i.ytimg.com/vi/mIk5grwDAdE/hqdefault.jpg
776325,Small Pizzas,How to make mini pizzas,https://youtube.com/watch?v=9GHMlS3qa5o,https://i.ytimg.com/vi/9GHMlS3qa5o/hqdefault.jpg
1272010,Spicy Lime Crab Soup ,Sea Crab Soup Recipe / Crab Cooking Vegetable Recipe,https://youtube.com/watch?v=ZT1XqR7YeFk,https://i.ytimg.com/vi/ZT1XqR7YeFk/hqdefault.jpg
1506572,Vanilla Butter Rollouts,Recipe Vanilla Butter Rollouts Recipe,https://youtube.com/watch?v=u9PT53krRkM,https://i.ytimg.com/vi/u9PT53krRkM/hqdefault.jpg
1849083,Currant Tart,Red Currant Tart Recipe: How To Make A Delicious Summer Treat,https://youtube.com/watch?v=efN9NlFulTc,https://i.ytimg.com/vi/efN9NlFulTc/hqdefault.jpg
416629,Potato Pancakes,How to Make Potato Pancakes - Classic Potato Pancakes Recipe,https://youtube.com/watch?v=nHZsE7T7hwI,https://i.ytimg.com/vi/nHZsE7T7hwI/hqdefault.jpg
576359,Broccoli-Rice-Cheese Casserole,VELVEETA One Pot Cheesy Chicken and Broccoli Rice,https://youtube.com/watch?v=wI6fwy8uPeg,https://i.ytimg.com/vi/wI6fwy8uPeg/hqdefault.jpg
537174,Green Chili Pie,GREEN CHILI TAMALE PIE,https://youtube.com/watch?v=VkbMeSbjvHQ,https://i.ytimg.com/vi/VkbMeSbjvHQ/hqdefault.jpg
1574095,Banana Caramel Bundt Cake,Banana Bundt Cake with Brown Sugar Glaze!,https://youtube.com/watch?v=RppCH65vST4,https://i.ytimg.com/vi/RppCH65vST4/hqdefault.jpg
972861,Rice Cooker--Coconut Rice,authentic coconut rice! #rice #coconut #coconutrice,https://youtube.com/watch?v=jJX1HGDXkq0,https://i.ytimg.com/vi/jJX1HGDXkq0/hqdefault.jpg
821466,Crab Meat Dip,Diabolical CRAB Dip #food,https://youtube.com/watch?v=NQp3_vEzf0c,https://i.ytimg.com/vi/NQp3_vEzf0c/hqdefault.jpg
1044229,Pasta With Halloumi Pepper Sauce,HALLOUMI PASTA WITH SMOKY CHORIZO | Outdoor Cooking at Mt Sugarloaf,https://youtube.com/watch?v=NrHsRTwt-Io,https://i.ytimg.com/vi/NrHsRTwt-Io/hqdefault.jpg
997733,Spinach Dip With Homemade Pita Chips,Spinach Artichoke Dip with Homemade Pita Chips,https://youtube.com/watch?v=q9hviWZ-aiI,https://i.ytimg.com/vi/q9hviWZ-aiI/hqdefault.jpg
2194376,Barbecued Beef Roast Sandwiches Recipe,Barbecue🍗Beef🥩Sandwiches🥪!! #easydinner #summerrecipes #juliapacheco #food #beef #crockpot #reels,https://youtube.com/watch?v=Zk8kQALL3ls,https://i.ytimg.com/vi/Zk8kQALL3ls/hqdefault.jpg
1078006,Just Peachy Iced Tea,Just Peachy Drink Recipe - Wyler&#39;s Light Peach Iced Tea,https://youtube.com/watch?v=ji2I9WleXew,https://i.ytimg.com/vi/ji2I9WleXew/hqdefault.jpg
1229434,Homemade Sweet And Sour Sauce (No Pineapple),5-minute Sweet &amp; Sour Sauce,https://youtube.com/watch?v=UztxovneRFY,https://i.ytimg.com/vi/UztxovneRFY/hqdefault.jpg
162774,Peanut'S Fruit Cobbler,PB&amp;J Cobbler,https://youtube.com/watch?v=f6Sq8nCtkq0,https://i.ytimg.com/vi/f6Sq8nCtkq0/hqdefault.jpg
1378941,Hearty Vegetarian Chili In A Crockpot,SLOW COOKER VEGGIE CHILLI! Gluten free and vegan! #glutenfree #slowcooker #vegan #chillirecipe,https://youtube.com/watch?v=6FlF8PxYhkw,https://i.ytimg.com/vi/6FlF8PxYhkw/hqdefault.jpg
1367988,Souffléd Macaroni And Cheese,We Tried Tini&#39;s Mac and Cheese Recipe,https://youtube.com/watch?v=zTBJ0XgwmTg,https://i.ytimg.com/vi/zTBJ0XgwmTg/hqdefault.jpg
504588,Brown Sugar Brownies,The Best Fudgy Brownies,https://youtube.com/watch?v=QNdfExfDqDs,https://i.ytimg.com/vi/QNdfExfDqDs/hqdefault.jpg
554527,Tabouli Salad,Tabouli Salad Recipe (Tabbouleh) | Easy Mediterranean Salad!,https://youtube.com/watch?v=q2FVkPV2mds,https://i.ytimg.com/vi/q2FVkPV2mds/hqdefault.jpg
1729708,Hot Chocolate Passion,Best Hot Chocolate Recipe | Perfect Hot Chocolate | How to make hot chocolate,https://youtube.com/watch?v=LJzKRrdHoOk,https://i.ytimg.com/vi/LJzKRrdHoOk/hqdefault.jpg
249885,Vidalia Onion Dip,Love &amp; Best Dishes: Vidalia Onion Dip Recipe,https://youtube.com/watch?v=m6vQsRvSMls,https://i.ytimg.com/vi/m6vQsRvSMls/hqdefault.jpg
178886,Soupas(Portuguese Soup)  ,Caldo Verde - Portuguese Sausage Kale Soup - Food Wishes,https://youtube.com/watch?v=MB5LAU5z9gk,https://i.ytimg.com/vi/MB5LAU5z9gk/hqdefault.jpg
1605910,Crispy Parmesan Polenta With Poached Eggs,Polenta With Parmesan and Olive Oil Fried Eggs Recipe - How To Make Italian Olive Oil Fried Eggs,https://youtube.com/watch?v=rTvm3vc2DcE,https://i.ytimg.com/vi/rTvm3vc2DcE/hqdefault.jpg
808413,Pizza Casserole,New way of making Pizza | Pizza Casserole,https://youtube.com/watch?v=ebwAL4AlHRM,https://i.ytimg.com/vi/ebwAL4AlHRM/hqdefault.jpg
1965665,Triple-Citrus Cupcakes,Triple - citrus Cupcakes #cookingwithlovejohnadelacruz #shorts,https://youtube.com/watch?v=smz0-sBD96g,https://i.ytimg.com/vi/smz0-sBD96g/hqdefault.jpg
1365946,Martha Stewart'S Slow-Cooker Persian Lamb Stew,Martha Teaches You How To Cook Lamb | Martha Stewart Cooking School S4E13 &quot;Lamb&quot;,https://youtube.com/watch?v=Pp9ZiG2iJTM,https://i.ytimg.com/vi/Pp9ZiG2iJTM/hqdefault.jpg
1712896,Citrus Syrup,Citrus Series 🍋 Episode 2: Lemon Simple Syrup #lemon #citrus #simplesyrup,https://youtube.com/watch?v=huOUYhXhuG8,https://i.ytimg.com/vi/huOUYhXhuG8/hqdefault.jpg
2077392,Hibiscus Tea with Citrus Fruit,How to make citrus hibiscus tea #shorts,https://youtube.com/watch?v=6suaOTPxkPA,https://i.ytimg.com/vi/6suaOTPxkPA/hqdefault.jpg
438900,Denver Omelette,The Denver Omelet - Food Wishes - American-Style Omelet,https://youtube.com/watch?v=r5B5WmzdBKU,https://i.ytimg.com/vi/r5B5WmzdBKU/hqdefault.jpg
994044,Oven-Style Pizza Fries,Pizza fries skewers 🍟 #shorts,https://youtube.com/watch?v=wxMyVaWz6Vg,https://i.ytimg.com/vi/wxMyVaWz6Vg/hqdefault.jpg
1563945,Blackberry And Mint Chocolate Muffins,The Mad Hatter’s Blackberry Mint Muffins |  A Very Merry Unbirthday to All!!!😄🫖🎉,https://youtube.com/watch?v=kT7t0mfWmpU,https://i.ytimg.com/vi/kT7t0mfWmpU/hqdefault.jpg
2119783,Pear-Pecorino Ice Cream,Ciao Italia 1410-r0714 Chestnut Honey Roasted Pear &amp; Raspberry Crostata with Gelato,https://youtube.com/watch?v=nCYqZV0T-Mo,https://i.ytimg.com/vi/nCYqZV0T-Mo/hqdefault.jpg
1690221,Cranberry Delight,Thanksgiving Delight: Crafting Effortless Homemade Cranberry Sauce | Simple Recipe Inside! #recipe,https://youtube.com/watch?v=ppvbp0D-VQ0,https://i.ytimg.com/vi/ppvbp0D-VQ0/hqdefault.jpg
778500,Glazed Carrots,Glazed Carrots,https://youtube.com/watch?v=JHoNi3g-Twk,https://i.ytimg.com/vi/JHoNi3g-Twk/hqdefault.jpg
