IngredientID,Name,CaloriesPerUnit,Protein
1712,teaseed oil,120,0
1713,avocado oil,124,0
1714,vegetable palm kernel oil,117,0
1715,coconut oil,117,0
1716,safflower oil,120,0
1717,vegetable oil,120,0
1718,apricot kernel oil,40,0
1719,peanut oil,119,0
1720,poppyseed oil,120,0
1721,flaxseed oil,120,0.086
1722,tomatoseed oil,1927,0
1723,wheat germ oil,120,0
1724,sesame oil,40,0
1725,corn granola oil,124,0
1726,cocoa butter oil,120,0
1727,olive oil,119,0
1728,palm kernel oil,40,0
1729,mustard oil,124,0
1730,rice bran oil,120,0
1731,vegetable macaroni dry,308,11
1732,chow mein noodles,257,5.9
1733,chinese noodles,456,0.2
1734,vegetable macaroni cooked,172,6.1
1735,corn pasta dry,375,7.8
1736,egg noodles dry,146,5.4
1737,whole wheat spaghetti dry,98,4.1
1738,japanese soba noodles dry,95,4.1
1739,rice noodles dry,103,1
1740,spinach spaghetti dry,105,3.8
1741,egg noodles cooked,110,3.6
1742,japanese somen noodles cooked,231,7
1743,whole wheat macaroni dry,365,15.4
1744,pasta marinara and ground beef sauce,41,2.5
1745,macaroni raw,390,13.7
1746,spaghetti dry,105,3.7
1747,fusilli cucina,100,0
1748,japanese somen noodles dry,101,3.2
1749,pasta cooked,301,11.8
1750,macaroni cooked,221,8.1
1751,spinach egg noodles dry,145,5.6
1752,japanese soba noodles cooked,113,5.8
1753,rice noodles cooked,190,3.2
1754,whole wheat macaroni cooked,174,7.5
1755,spaghetti cooked,363,13.3
1756,whole wheat spaghetti cooked,174,7.5
1757,waffle,218,5.9
1758,baked taco shell,61,0.8
1759,puff pastry,1367,18.1
1760,blueberry muffin,214,2.6
1761,bread crumbs,427,14.4
1762,warm cinnamon roll mcdonalds,113,2
1763,corn muffin,201,3.9
1764,tortilla,467,14.3
1765,croutons seasoned,186,4.3
1766,buttermilk waffle,102,2.4
1767,flour tortilla,146,3.9
1768,glazed donut,55,0.8
1769,corn tortilla,52,1.4
1770,muffin,169,3.9
1771,croutons,33,1
1772,donut with jelly filling,289,5
1773,sweet cinnamon rolls,309,5.1
1774,oat bran muffin,46,1.2
1775,french cruller donut,169,1.3
1776,pancakes,86,2.4
1777,chocolate donut,250,2.7
1778,sweet cheese rolls,238,4.7
1779,eclair,234,4.4
1780,donut with cream filling,307,5.4
1781,fruit toaster pastry,209,2.4
1782,donut,192,2.3
1783,pancakes whole wheat,92,3.7
1784,keikitos,196,2.9
1785,zwieback,30,0.7
1786,chocolate coated donut,81,0.9
1787,waffle toasted,103,2.4
1788,cinnamon toaster pastry,206,2.6
1789,wheat bran bread,89,3.2
1790,white bread,77,2.6
1791,oat bran bread,71,3.1
1792,whole wheat bread natures own,50,0
1793,high protein bread dr zaks,152,0
1794,wheat bread,79,3.1
1795,egg bread toasted,117,3.9
1796,butter toastbrot ja,66,0
1797,vienna bread toasted,93,3.8
1798,vienna bread,92,3.8
1799,protein bread,47,2.3
1800,banana bread,186,2.5
1801,rice bran bread,66,2.4
1802,white fibre wonder bread,95,3.5
1803,focaccia,142,5
1804,oat bran bread toasted,70,3.1
1805,rye bread,83,2.7
1806,wheat germ bread,73,2.7
1807,protein bread toasted,46,2.2
1808,oatmeal bread,73,2.3
1809,arepa,215,5.4
1810,raisin bread toasted,86,2.5
1811,cracked wheat bread,74,2.5
1812,garlic bread,151,3.6
1813,rye bread toasted,82,2.7
1814,whole wheat bread,128,3.9
1815,whole wheat bread toasted,128,3.9
1816,pan dulce bread,231,5.9
1817,rice bran bread toasted,66,2.4
1818,pita bread whole wheat,74,2.7
1819,wheat germ bread toasted,73,2.7
1820,pumpernickel bread,65,2.3
1821,frybread,502,10.2
1822,white bread toasted,83,2.5
1823,piki bread,109,2.5
1824,wheat bread toasted,75,3.1
1825,pita bread,165,5.5
1826,potato bread,85,4
1827,egg bread,115,3.8
1828,oatmeal bread toasted,73,2.3
1829,cheese bread,196,5
1830,pumpernickel bread toasted,80,2.8
1831,raisin bread,88,2.5
1832,pumpernickel roll,77,3
1833,cinnamon raisin bagel,71,2.5
1834,english muffin,127,5
1835,rye dinner roll,123,4.4
1836,english muffin whole wheat,134,5.8
1837,dinner roll whole wheat,74,2.4
1838,dinner roll,76,2.4
1839,hotdog roll,117,4.1
1840,bagel,245,10
1841,oat bran bagel,176,7.4
1842,pain au chocolat de la boulangerie,235,0
1843,egg bagel,72,2.8
1844,english muffin toasted,140,5.4
1845,english muffin whole wheat toasted,135,5.9
1846,biscuit,357,7.1
1847,french roll,105,3.3
1848,oat bran dinner roll,78,3.1
1849,pecan shortbread cookies,76,0.7
1850,oatmeal cookies,113,1.6
1851,chocolate wafers,485,7.4
1852,vanilla wafers low fat,353,4
1853,chocolate chip cookies mcdonalds,136,1.6
1854,gingersnap cookies,29,0.4
1855,biscotti abbracci mulino bianco,54,0.4
1856,chocolate chip cookie,63,0.5
1857,brownie,243,2.9
1858,shortbread cookies,40,0.5
1859,oatmeal cookies with raisins,65,1
1860,peanut butter sandwich cookies,67,1.2
1861,sugar cookies,72,0.8
1862,chocolate covered graham crackers,68,0.8
1863,raisin cookies,60,0.6
1864,vanilla wafers,28,0.3
1865,graham crackers,355,5.8
1866,peanut butter cookies,95,1.8
1867,vanilla sandwich cookie,72,0.7
1868,sugar wafers with creme filling,51,0.4
1869,cheese puffs,197,2.1
1870,saltine crackers,13,0.3
1871,trail mix,139,4.1
1872,corn cones,144,1.6
1873,chocolate pretzels,50,0.8
1874,french toast sticks,73,1.3
1875,crackers,82,1.1
1876,sesame sticks,54,1.1
1877,cheese crackers,34,0.8
1878,oriental rice cracker mix,143,4.9
1879,breadsticks,103,3
1880,milk crackers,50,0.8
1881,matzo crackers whole wheat,98,3.7
1882,matzo crackers with egg,109,3.4
1883,granola bites,23,0.4
1884,crackers whole wheat,120,3
1885,tropical trail mix,619,8.8
1886,soft pretzels,389,9.4
1887,corn tostada shell,58,0.8
1888,matzo crackers,111,2.8
1889,sesame crunch,9,0.2
1890,trail mix with chocolate chips,707,20.7
1891,cracker meal,440,10.7
1892,puffed rice,153,2.4
1893,filinchen gutena,19,0.4
1894,melba toast crackers,117,3.6
1895,matzo crackers with egg onion,109,2.8
1896,cornnuts,126,2.4
1897,bagel chips,789,21.6
1898,pretzels,115,3
1899,potato raw,164,4.3
1900,gatto di patate home made,202,0
1901,baked potato,161,4.3
1902,potato sticks,188,2.4
1903,potato cooked,52,1.1
1904,vivaldi potatoes sainsburys,23,0
1905,potato ham chowder soup,192,6.5
1906,russet potato raw,292,7.9
1907,russet potato baked,290,7.9
1908,french fries,13,0.2
1909,potato scalloped,216,7
1910,cottage fries,11,0.2
1911,mashed potatoes,215,4
1912,mashed potato with milk and butter,237,3.9
1913,red potato raw,149,4
1914,potato pancake,59,1.3
1915,potato puffs,243,2.6
1916,red potato baked,74,2
1917,potatoes canned,132,3.6
1918,potato skin raw,22,1
1919,shoestring french fries,4,0.099
1920,hash brown potato,144,1.4
1921,baked chips lays,130,0
1922,corn chips,162,1.9
1923,nacho cheese tortilla chips low fat,90,2.4
1924,corn chips barbecue,1036,13.9
1925,corn chips unsalted,490,5.8
1926,potato chips fat free,860,21.9
1927,sweet chilli kettle baked chips,99,2
1928,taro chips,11,0.049
1929,potato chips reduced fat,801,12.1
1930,onion snacks,150,2.3
1931,potato chips cheese,843,14.5
1932,yuca cassava chips,9,0.054
1933,tortilla chips low fat,117,3.1
1934,ranch flavor tortilla chips,992,14.2
1935,potato chips,161,2.1
1936,tortilla chips,142,2.1
1937,sweet potato chips,149,0.8
1938,nacho cheese tortilla chips,156,2.2
1939,vegetable chips,134,1.5
1940,taco flavor tortilla chips,1090,17.9
1941,potato chips barbecue,970,15.2
1942,pita chips,137,3.5
1943,potato chips sour cream and onion,1051,16
1944,adobo fresco,780,5.8
1945,chili pepper sauce red,3,0.1
1946,creamy ranch sauce mcdonalds,132,0.3
1947,catsup,19,0.2
1948,chili pepper sauce green,3,0.1
1949,red wine vinegar,3,0.055
1950,fish sauce,6,0.9
1951,coleslaw dressing reduced fat,56,0
1952,sour dressing,21,0.4
1953,guava sauce cooked,86,0.8
1954,pizza sauce,136,5.5
1955,sweetn sour sauce mcdonalds,48,0.2
1956,nance syrup,4,0.028
1957,french dressing reduced fat,37,0.072
1958,peppercorn dressing,76,0.2
1959,sorghum syrup,61,0
1960,ranch dressing fat free,17,0.039
1961,caesar dressing low calorie,17,0.028
1962,sweet sour dressing,2,0.082
1963,mayonnaise imitation fat free,13,0.043
1964,sofrito,488,26.4
1965,turkey gravy instant,27,0.8
1966,teriyaki sauce,16,1.1
1967,tomato sauce,59,2.9
1968,barbecue sauce kraft,28,0.1
1969,cranberry sauce sweetened,418,0.6
1970,coleslaw dressing,62,0.1
1971,onion gravy dry,77,2.2
1972,corn syrup light,62,0
1973,bacon tomato dressing,49,0.3
1974,pancake syrup,53,0
1975,balsamic vinegar,14,0.041
1976,ranch dressing reduced fat,29,0.2
1977,barbecue sauce mcdonalds,46,0.4
1978,vinegar oil dressing,72,0
1979,poppyseed dressing,66,0.2
1980,honey mustard dressing,70,0.1
1981,french dressing fat free,21,0.01
1982,vinegar,3,0
1983,spray dressing,13,0.07
1984,honey mustard dressing fat free,25,0.2
1985,mushroom gravy,119,3
1986,white sauce,368,9.6
1987,marinara pasta sauce,129,3.7
1988,tomato sauce with mushrooms,86,3.6
1989,pork gravy powder,25,0.6
1990,beef gravy,123,8.7
1991,green goddess dressing,64,0.3
1992,salsa con queso,358,7.9
1993,cocktail sauce,19,0.2
1994,worcestershire sauce,13,0
1995,barbecue sauce,29,0.1
1996,tomato sauce with onions,103,3.8
1997,brown gravy dry,22,0.6
1998,blue cheese dressing light,14,0.3
1999,spanish tomato sauce,81,3.5
2000,oyster sauce,9,0.2
2001,cheese sauce,30,1.5
2002,hoisin sauce,35,0.5
2003,pickle relish,20,0.097
2004,tomato sauce with herbs cheese,144,5.2
2005,french dressing,73,0.1
2006,mayonnaise hellmanns,15,0
2007,canadian maple syrup,76,0
2008,maple syrup,52,0.09
2009,barbecue sauce bulls eye,27,0.1
2010,ranch dressing,65,0.2
2011,tomato ketchup mp,15,0
2012,mayonnaise light,36,0.032
2013,mayonnaise dressing,103,0
2014,malt syrup,67,1.3
2015,gravy dry,86,3.3
2016,cranberry orange relish,490,0.8
2017,caesar dressing,80,0.3
2018,italian dressing,35,0.032
2019,brown gravy instant,25,0.6
2020,roquefort cheese dressing,15,0.8
2021,blue cheese dressing,71,0.2
2022,duck sauce,80,0.1
2023,au jus,38,2.8
2024,corn syrup dark,57,0
2025,buttermilk dressing light,30,0.2
2026,cider vinegar,3,0
2027,tartar sauce,32,0.2
2028,pepper hot sauce,1,0.024
2029,tomato chili sauce,6,0.2
2030,turkey gravy dry,26,0.7
2031,salsa sauce,5,0.3
2032,steak sauce,16,0.2
2033,molasses,58,0
2034,italian dressing fat free,7,0.1
2035,plum sauce,35,0.2
2036,chow mein stir fry master foods,26,0
2037,beef gravy instant,25,0.7
2038,horseradish,2,0.003
2039,grenadine,54,0
2040,tabasco sauce,1,0.045
2041,sweet sour sauce,26,0.02
2042,salsa verde,6,0.2
2043,miso,40,2.6
2044,sprouted soybean cooked,76,8
2045,soy flour roasted,375,29.6
2046,soy flour low fat,330,40
2047,green soybean cooked,127,11.1
2048,azumaya tofu vitasoy,316,32.8
2049,soy proteins isolate,96,22.8
2050,tofu yogurt,246,9.2
2051,bacon meatless,446,15.4
2052,meatless chicken fried,304,27.7
2053,soymilk,109,7.1
2054,soy vermicelli,463,0.1
2055,tofu fried,35,2.4
2056,tempeh,320,30.8
2057,koyadofu,81,8.9
2058,meatless meatloaf,110,11.8
2059,soya vanille joghurt alpro,21,0.3
2060,soybean curd cheese,340,28.1
2061,soy sauce,8,1.3
2062,soybean dry roasted,419,36.8
2063,soybean oil,120,0
2064,meatless chicken,376,39.7
2065,soybean cooked,296,28.6
2066,soymilk nonfat,68,6
2067,soy flour,23,1.8
2068,soybean lecithin oil,104,0
2069,tofu raw,188,20
2070,soy chips,109,7.5
2071,green soybean raw,376,33.2
2072,soy proteins concentrate,93,18
2073,soybean margarine,34,0.052
2074,chocolate soymilk nonfat,107,6
2075,okara,93,3.9
2076,meatless meatballs,284,30.2
2077,vanilla soymilk,131,7.9
2078,soy meal raw,414,54.8
2079,soymilk low fat,104,4
2080,sprouted soybean raw,85,9.2
2081,soybean raw,830,67.9
2082,tempeh cooked,55,5.1
2083,vanilla soymilk light,83,6.4
2084,chocolate soymilk,153,5.5
2085,soy oil,120,0
2086,natto,169,14.2
2087,chrysanthemum raw,12,1.7
2088,gourd cooked,100,1.2
2089,cauliflower raw,3,0.2
2090,red cabbage raw,53,2.4
2091,broccoli raab raw,9,1.3
2092,napa cabbage cooked,13,1.2
2093,kelp,2,0.07
2094,shallots raw,18,0.6
2095,bamboo shoots raw,49,4.7
2096,jute cooked,32,3.2
2097,red lettuce,4,0.4
2098,broccoli cooked,98,6.7
2099,romanesco raw,20,1.9
2100,eggplant raw,115,4.5
2101,leeks raw,54,1.3
2102,lemongrass citronella,5,0.038
2103,pumpkin cooked,49,1.8
2104,celery cooked,7,0.3
2105,serrano pepper,2,0.1
2106,nopales raw,14,1.1
2107,sweet potato leaves cooked,22,1.4
2108,eggplant cooked,33,0.8
2109,asparagus cooked,3,0.4
2110,rutabaga cooked,72,2.2
2111,parsnips raw,128,2
2112,sour pickles,17,0.5
2113,turnip greens cooked,29,1.6
2114,jerusalem artichokes,110,3
2115,collard raw,12,1.1
2116,chrysanthemum cooked,20,1.6
2117,oriental radish dried,314,9.2
2118,tomatillos,42,1.3
2119,taro shoots raw,9,0.8
2120,acorn squash raw,172,3.4
2121,leeks dried,10,0.5
2122,cabbage raw,70,3.6
2123,sweet red peppers cooked,19,0.7
2124,sweet red peppers raw,46,1.5
2125,cucumber peeled,16,0.8
2126,purslane raw,9,0.9
2127,peas onions cooked,81,4.6
2128,tomato cooked,22,1.2
2129,taro shoots cooked,20,1
2130,scots kale raw,28,1.9
2131,artichoke raw,60,4.2
2132,navy bean sprouts raw,70,6.4
2133,sweet pickles,146,0.9
2134,oriental radish cooked,25,1
2135,sweet potato leaves raw,15,0.9
2136,irishmoss,2,0.037
2137,drumstick leaves cooked,25,2.2
2138,winter squash raw,39,1.1
2139,pumpkin raw,30,1.2
2140,chicory greens,7,0.5
2141,spinach cooked,41,5.3
2142,radish pickled,42,1.7
2143,sweet onion,106,2.6
2144,salsify cooked,92,3.7
2145,radish seeds sprouted,16,1.4
2146,turnips raw,51,1.6
2147,burdock root raw,85,1.8
2148,red cabbage cooked,49,2.6
2149,jute raw,10,1.3
2150,hot chile pepper dried,2,0.054
2151,salsify raw,109,4.4
2152,crookneck squash raw,24,1.3
2153,indian squash cooked,38,0.7
2154,poi,269,0.9
2155,sesbania flower cooked,22,1.2
2156,acorn squash cooked,115,2.3
2157,cauliflower cooked,29,2.3
2158,crookneck squash cooked,34,1.9
2159,laver seaweed,1,0.2
2160,mountain yam cooked,119,2.5
2161,pumpkin flowers raw,5,0.3
2162,mustard greens raw,15,1.6
2163,arrowhead,12,0.6
2164,japanese cabbage,45,2.4
2165,mung bean sprouts cooked,24,2.5
2166,scallop squash cooked,29,1.9
2167,pumpkin leaves cooked,15,1.9
2168,hungarian pepper,8,0.2
2169,sweet potato baked,103,2.3
2170,chinese cabbage pe tsai raw,12,0.9
2171,taro raw,116,1.6
2172,yam bean jicama,49,0.9
2173,olives,10,0.09
2174,mustard greens cooked,36,3.6
2175,pumpkin flowers cooked,20,1.5
2176,tree fern cooked,57,0.4
2177,yellow corn raw,606,15.6
2178,endive,9,0.6
2179,wakame,36,2.4
2180,tahitian taro raw,55,3.5
2181,broccoli raw,31,2.6
2182,sweet green peppers raw,30,1.3
2183,chinese cabbage pak choi cooked,20,2.7
2184,agar,1,0.053
2185,watercress,4,0.8
2186,beet greens cooked,39,3.7
2187,winter squash cooked,76,1.8
2188,new zealand spinach raw,8,0.8
2189,okra,4,0.2
2190,yautia tannier,132,2
2191,mustard spinach cooked,29,3.1
2192,rhubarb cooked,278,0.9
2193,beets raw,58,2.2
2194,drumstick pods raw,37,2.1
2195,baby zucchini,2,0.3
2196,onion raw,16,0.4
2197,romanesco cooked,39,3.7
2198,butternut squash raw,90,2
2199,amaranth leaves,6,0.7
2200,turnip greens raw,18,0.8
2201,spaghetti squash raw,31,0.6
2202,seaweed dry,52,3.1
2203,yam cooked,158,2
2204,corn dried,119,4.1
2205,cucumber,23,1
2206,arrowroot,78,5.1
2207,cardoon raw,30,1.2
2208,bamboo shoots cooked,14,1.8
2209,summer squash raw,42,3.1
2210,sweet potato raw,112,2
2211,green tomato,42,2.2
2212,beet greens raw,8,0.8
2213,savoy cabbage cooked,41,3.1
2214,witloof chicory,9,0.5
2215,turnips cooked,34,1.1
2216,dried tomatoes,5,0.3
2217,radicchio,15,0.9
2218,mixed vegetables cooked,118,5.2
2219,yellow tomato,32,2.1
2220,cardoon cooked,26,0.9
2221,spinach raw,7,0.9
2222,kale raw,7,0.6
2223,drumstick pods cooked,42,2.5
2224,kohlrabi raw,72,4.5
2225,lentil sprouts,82,6.9
2226,carrots raw,25,0.6
2227,red chili peppers,18,0.8
2228,fennel,73,2.9
2229,sweet corn white,63,2.4
2230,celeriac raw,66,2.3
2231,hubbard squash raw,46,2.3
2232,brussels sprouts cooked,8,0.5
2233,carrots cooked,16,0.3
2234,lambs quarters raw,0,0.08
2235,lotus root cooked,6,0.1
2236,split peas raw,672,48.4
2237,scots kale cooked,36,2.5
2238,corn cooked,99,3.5
2239,radish raw,1,0.042
2240,stinging nettles,37,2.4
2241,baby carrots,5,0.031
2242,sweet yellow peppers,50,1.9
2243,taro leaves raw,12,1.4
2244,corn raw,123,4.7
2245,roselle,28,0.5
2246,drumstick leaves raw,13,2
2247,scallop squash raw,23,1.6
2248,chicory roots,65,1.3
2249,brussels sprouts raw,8,0.6
2250,kale cooked,42,3.5
2251,pupusas con frijoles,289,7
2252,mustard cabbage,36,1.4
2253,gourd raw,19,1.1
2254,butternut squash cooked,80,1.8
2255,burdock root cooked,146,3.5
2256,cassava,330,2.8
2257,peas carrots cooked,77,4.9
2258,romaine lettuce,8,0.6
2259,yam raw,177,2.3
2260,chowchow pickles,296,3.7
2261,prairie turnips raw,20,0.3
2262,savoy cabbage raw,19,1.4
2263,celery raw,6,0.3
2264,celeriac cooked,42,1.5
2265,mustard spinach raw,33,3.3
2266,zucchini raw,44,3.1
2267,okra cooked,35,3
2268,white icicle radish,14,1.1
2269,orange tomato,18,1.3
2270,pumpkin leaves raw,7,1.2
2271,spaghetti squash cooked,42,1
2272,white corn cooked,100,3.4
2273,artichoke cooked,64,3.5
2274,avocado,432,5.4
2275,string beans wellsley farms,8,0.3
2276,lambs quarters cooked,58,5.8
2277,peas cooked,134,8.6
2278,beets cooked,22,0.8
2279,shallots dried,3,0.1
2280,green lettuce,23,2
2281,kohlrabi cooked,48,3
2282,kanpyo dried,139,4.6
2283,prairie turnips boiled,18,0.2
2284,broccoli raab cooked,21,3.3
2285,summer squash cooked,49,2.7
2286,taro cooked,187,0.7
2287,spring onion scallions,6,0.4
2288,hubbard squash cooked,57,2.8
2289,jalapeno pepper,4,0.1
2290,new zealand spinach cooked,22,2.3
2291,sesbania flower raw,1,0.012
2292,spirulina dried,20,4
2293,chinese cabbage pe tsai cooked,17,1.8
2294,zucchini cooked,27,2.1
2295,green olives pickled,4,0.073
2296,lotus root raw,85,3
2297,grape leaves,13,0.8
2298,dill pickled cucumber,17,0.9
2299,skunk cabbage,11,1.5
2300,banana pepper,9,0.5
2301,oriental radish raw,61,2
2302,purslane cooked,21,1.7
2303,rhubarb raw,11,0.5
2304,swamp cabbage,20,2
2305,mung bean sprouts raw,6,0.6
2306,onion cooked,7,0.2
2307,swiss chard raw,7,0.6
2308,peas raw,117,7.9
2309,cabbage cooked,35,1.9
2310,taro leaves cooked,35,3.9
2311,leeks cooked,38,1
2312,split peas cooked,227,16.3
2313,sweet corn yellow,58,4.1
2314,asparagus raw,2,0.3
2315,collard cooked,63,5.1
2316,swiss chard cooked,35,3.3
2317,nopales cooked,22,2
2318,tahitian taro cooked,60,5.7
2319,chinese cabbage pak choi raw,9,1.1
2320,green chili pepper,18,0.9
2321,mountain yam raw,91,1.8
2322,parsnips cooked,114,2.1
2323,tomato stewed,97,2.4
2324,sweet green peppers cooked,19,0.7
2325,white corn raw,143,5.3
2326,rutabaga raw,286,8.3
2327,jalapeno peppers canned,37,1.3
2328,pumpkin canned,83,2.7
2329,peas onions canned,61,3.9
2330,sweet mashed potato canned,258,5
2331,hominy canned,119,2.4
2332,tomato puree canned,95,4.1
2333,dried tomatoes canned in oil,6,0.2
2334,mixed vegetables canned,88,3.5
2335,straw mushrooms canned,2,0.2
2336,capers canned,2,0.2
2337,red peppers canned,15,0.7
2338,carrots canned,104,2.6
2339,tomatoes in tomato juice canned,41,1.9
2340,asparagus canned,62,7.4
2341,sweet red peppers canned,25,1.1
2342,onions canned,12,0.5
2343,turnip greens canned,27,2
2344,hearts of palm,9,0.8
2345,spinach canned,44,4.9
2346,sweet potato canned,568,6.3
2347,corn canned,49,1.6
2348,peas carrots canned,97,5.5
2349,crookneck squash canned,27,1.3
2350,tomatoes canned,77,4
2351,pimento canned,44,2.1
2352,sweet green peppers canned,25,1.1
2353,peas canned,57,3.5
2354,chili peppers canned,29,1
2355,green peppers canned,15,0.7
2356,grape leaves canned,20,1.2
2357,sauerkraut canned,27,1.3
2358,beets canned,69,2
2359,stewed tomatoes canned,66,2.3
2360,tomato paste canned,215,11.3
2361,bacon ranch salad mcdonalds,389,28.1
2362,caesar salad with grilled chicken mcdonalds,201,29.1
2363,caesar salad mcdonalds,94,6.8
2364,vegetable salad,22,1.7
2365,vegetable salad with chicken,70,11.6
2366,potato salad,358,6.7
2367,taco salad taco bell,906,35.7
2368,iceberg lettuce,8,0.5
2369,cornsalad,12,1.1
2370,potato salad with egg,393,4.9
2371,side salad mcdonalds,17,0.9
2372,caesar salad with crispy chicken mcdonalds,349,25.7
2373,grape apple salad with walnuts,191,3.5
2374,vegetable salad with cheese egg,68,5.8
2375,celtuce,1,0.071
2376,arugula,5,0.5
2377,vegetable salad with shrimp,71,9.7
2378,coleslaw,292,1.8
2379,shiitake mushrooms cooked,10,0.3
2380,shiitake mushrooms raw,6,0.4
2381,crimini mushrooms,1,0.2
2382,mushrooms raw,15,2.2
2383,portabella mushrooms grilled,35,4
2384,maitake mushrooms,0,0.016
2385,shiitake mushrooms dried,11,0.3
2386,chanterelle mushrooms,2,0.033
2387,cloud ear fungus dried,80,2.6
2388,mushrooms cooked,44,3.4
2389,pepeao dried,72,1.2
2390,truffles,61,0.7
2391,jews ear,25,0.5
2392,enoki mushrooms,1,0.062
2393,morel mushrooms,4,0.4
2394,portabella mushrooms raw,19,1.8
2395,oyster mushroom,5,0.5
